,author,alpha chars,numeric chars,lower chars,upper chars,space chars,",",;,.,:,!,?,-,sentiment,Tokens per Tweet,Avg. token length,Emoticons per Tweet,Hashtags per Tweet,Mentions per Tweet,URLs per Tweet,NNP,POS,NN,VBZ,TO,VB,JJ,NNS,IN,ADD,Number sentences,chars per sentence,tokens per sentence,is_retweet,is_quote,is_original_author,is_truncated,is_reply,``,PRP,VBP,DT,WP,RB,'',WRB,MD,VBG,HYPH,JJS,VBN,VBD,-LRB-,PDT,CC,NFP,XX,$,CD,JJR,EX,PRP$,RBR,FW
0,realDonaldTrump,0.7904071318705466,0.013485611046586658,0.6251530275920519,0.16525410427849452,0.11623993331310405,0.0,0.0,0.021629501221337954,0.04239256678281068,0.0026455026455026454,0.0,0.0026455026455026454,0.5,1.3333333333333333,14.166666666666666,0.0,0.0,0.0,0.0,0.0015473055939087214,0.023809523809523808,0.02737885277567817,0.03968253968253968,0.023809523809523808,0.023809523809523808,0.02532123960695389,0.03968253968253968,0.0582010582010582,0.023809523809523808,1.3333333333333333,87.83333333333333,14.166666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.015873015873015872,0.015873015873015872,0.0035693289661543628,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517,0.015873015873015872,0.015873015873015872,0.03439153439153439,0.015873015873015872,0.018518518518518517,0.0020576131687242796,0.0,0.0,0.0,0.0,0.0
0,HillaryClinton,0.7645378086282817,0.022764100303845326,0.7058344778543213,0.05870333077396048,0.1397741622739222,0.011613224472419874,0.0,0.025643076701603647,0.026222530452162093,0.0011904761904761904,0.0,0.0015210981689574453,0.6333333333333333,1.8,12.966666666666667,0.0,0.0,0.0,0.0,0.018558618562377862,0.010008818342151674,0.01365392818269886,0.02019779890575974,0.013688472021805355,0.03367121441782655,0.01655688929089113,0.013188006715343576,0.024697985987644853,0.0047619047619047615,1.8,63.833333333333336,12.966666666666667,0.2,0.0,0.2,0.06666666666666667,0.2,0.013405170503935934,0.023402086807457558,0.012978857090251648,0.006791950937836652,0.018529741863075197,0.016363094414240796,0.013405170503935934,0.007231040564373898,0.019103764231969356,0.019713041322236724,0.002564102564102564,0.002564102564102564,0.005738705738705738,0.006855805530047955,0.0027777777777777775,0.0,0.0062533898259576086,0.0027777777777777775,0.00023148148148148146,0.0024691358024691358,0.01781076490953034,0.0024691358024691358,0.0044444444444444444,0.007060755336617405,0.0022988505747126436,0.0030303030303030303
